"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"MOUNT BAKER WATER ASSOCIATION","","","","500","Ground water","5701 Sand Rd
Bellingham, WA 98226","","","Whatcom"
"MOUNT FOREST WATER SYSTEM","","","","50","Ground water","PO BOX 164
LAKE STEVENS, WA 98258","","","Snohomish"
"MOUNT INDEX CAFE","","","","206","Ground water","PO BOX 711
GOLD BAR, WA 98251","","","Snohomish"
"MOUNT PLEASANT SCHOOL","","","","72","Ground water","PO Box 123
Port Orchard, WA 98366","","","Skamania"
"MOUNT SI MOBILE HOME ESTATES","","","","200","Ground water","PO Box 1050
North Bend, WA 98045","","","King"
"MOUNT SI MOTEL","","","","45","Ground water","43200 SE N BEND WY
NORTH BEND, WA 98045","","","King"
"MOUNT SPOKANE SKI #1","","","","134","Ground water","PO Box 1659
Mead, WA 99021","","","Spokane"
"MOUNT SPOKANE SKI #2","","","","976","Ground water","PO Box 1659
Mead, WA 99021","","","Spokane"
"MOUNT ST MICHAELS SCHOOL & CHURCH","","","","245","Ground water","8500 N St Michaels Rd
Spokane, WA 99217","","","Spokane"
"MOUNT WOOLARD HOMEOWNERS ASSOC.","","","","21","Ground water","828 Eastman Rd
Eastsound, WA 98245","","","San Juan"
"MOUNTAIN HIGHWAY APARTMENTS","","","","56","Ground water","12704 247th St E
Graham, WA 98338","","","Pierce"
"MOUNTAIN LOOP VIEW TRACTS","","","","200","Ground water","19115 Meadow Lake Rd
Snohomish, WA 98290","","","Snohomish"
"MOUNTAIN MINISTRIES CHURCH","","","","49","Ground water","11310 Lewis River Road
Ariel, WA 98603-9763","","","Cowlitz"
"MOUNTAIN PARK WATER SYSTEM","","","","198","Ground water","13315 Goodnough Dr NW
Gig Harbor, WA 98332-8640","","","Pierce"
"MOUNTAIN RANCH ADVENTURES","","","","46","Ground water","19115 CHIWAWA LOOP RD
LEAVENWORTH, WA 98826","","","Chelan"
"MOUNTAIN SHORES","","","","40","Ground water","PO BOX 34
GRAPEVIEW, WA 98546","","","Mason"
"MOUNTAIN VALLEY WATER SYSTEM","","","","126","Ground water","2820 Benjamin Ct SE
Olympia, WA 98501","","","Pierce"
"MOUNTAIN VIEW","","","","72","Ground water","182 Alice Ln
Underwood, WA 98651-9036","","","Skamania"
"MOUNTAIN VIEW ASSOCIATION","","","","60","Ground water","PO Box 131
Dallesport, WA 98617","","","Klickitat"
"MOUNTAIN VIEW BUSINESS PARK","","","","228","Ground water","3740 Mt Baker Hwy.
Everson, WA 98247","","","Whatcom"
"MOUNTAIN VIEW ESTATES","","","","120","Ground water","3406 Meadow Crest Ln
Yakima, WA 98903","","","Yakima"
"MOUNTAIN VIEW INN WATER SYSTEM","","","","102","Ground water","PO Box 198
Granite Falls, WA 98252","","","Snohomish"
"MOUNTAIN VIEW KINGDOM HALL WS","","","","57","Ground water","PO Box 1877
Ferndale, WA 98248","","","Whatcom"
"MOUNTAIN VIEW SUBDIVISION","","","","30","Ground water","PO Box 1436
Mt Vernon, WA 98273-1436","","","Skagit"
"MOUNTAIN VIEW TERRACE WATER INC","","","","87","Surface water purchased","8802 180th St SE
Snohomish, WA 98296-4804","","","Snohomish"
"MOUNTAIN VIEW TRAILER PARK","","","","43","Ground water","12707 Pioneer Way E Office
Buckley, WA 98321-9324","","","Pierce"
"MOUNTAIN VIEW WATER ASSOCIATION","","","","186","Ground water","6912 Hannegan Rd, Suite 105
Lynden, WA 98264","","","Whatcom"
"MOUNTAIN VIEW WATER DISTRICT INC","","","","91","Ground water","22627 100th Ave SE
Kent, WA 98031","","","King"
"MOUNTAIN VIEW-EDGEWOOD WATER CO","","","","9,646","Ground water","11610 32nd St E
Edgewood, WA 98372-2099","","","Pierce"
"MOUNTAINEERS THEATER - KITSAP","","","","628","Ground water","7700 Sand Point Way NE
Seattle, WA 98115","","","Kitsap"
"MOUNTAINVIEW ELEMENTARY SCHOOL","","","","220","Ground water","8902 Zier Rd
Yakima, WA 98908","","","Yakima"
"MOUNTLAKE TERRACE CITY OF","","","","20,090","Surface water purchased","6100 219th St SW #200
Mountlake Terrace, WA 98043","","","Snohomish"
"MOXEE WATER DEPARTMENT","","","","5,082","Ground water","PO Box 249
Moxee, WA 98936","","","Yakima"
"MR QWIKS COUNTRY STORE","","","","42","Ground water","PO BOX 187
ELTOPIA, WA 99330","","","Franklin"
"MT ADAMS COUNTRY CLUB","","","","126","Ground water","1250 Rocky Ford Rd
Toppenish, WA 98948","","","Yakima"
"MT ADAMS COUNTRY CLUB ESTATES","","","","31","Ground water","1250 Rocky Ford Rd
Toppenish, WA 98948","","","Yakima"
"MT ADAMS INN","","","","14","Ground water","30606 28th Ave. S
Federal Way, WA 98003","","","Lewis"
"MT BAKER SKI AREA - WHITE SALMON","","","","500","Surface water","1420 Iowa St
Bellingham, WA 98229","","","Whatcom"
"MT BAKER SKI AREA HEATHER MEADOWS","","","","401","Ground water","1420 Iowa St
Bellingham, WA 98229","","","Whatcom"
"MT ST HELENS NATIONAL VOLCANIC MONU","","","","95","Ground water","42218 NE Yale Bridge Rd.
Amboy, WA 98601","","","Clark"
"MT VIEW TRACTS","","","","31","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Benton"
"MT VIEW WATER SYSTEM","","","","42","Ground water","PO BOX 274
MOSES LAKE, WA 98837","","","Grant"
"MUCK CREEK HILL WATER SYSTEM","","","","46","Ground water","PO Box 44168
Tacoma, WA 98448","","","Pierce"
"MUD BAY","","","","95","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"MUD MTN DAM WATER SYSTEM","","","","185","Ground water","30525 SE Mud Mtn Rd
Enumclaw, WA 98022","","","King"
"MULFORD ESTATES","","","","54","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"MULKEY MEADOWS 1","","","","93","Ground water","PO Box 123
Port Orchard, WA 98366","","","Cowlitz"
"MULLEN HILL TERRACE MHP","","","","207","Ground water","PO Box 30681
Spokane, WA 99223","","","Spokane"
"MURDOCK WATER","","","","233","Ground water","PO Box 131
Dallesport, WA 98617","","","Klickitat"
"MURPHY ELMA VENEER","","","","80","Ground water","PO Box 123
Port Orchard, WA 98366","","","Grays Harbor"
"MURRAY WATER SYSTEM","","","","54","Ground water","508 E HALFMOON RD
COLBERT, WA 99005","","","Spokane"
"MUSTARD SEED","","","","405","Ground water","104 W Avery Rd.
Chehalis, WA 98532","","","Lewis"
"MUTINY BAY RIVIERA","","","","23","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"MUTINY SANDS CLUB","","","","52","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"MUTINY VIEW MANOR COMMUNITY CLUB","","","","173","Ground water","PO Box 1202
Freeland, WA 98249","","","Island"
"MUTUAL MATERIALS COMPANY","","","","55","Ground water","10627 S. State Route 27
Mica, WA 99023","","","Spokane"
"MacKaye Harbor Water District","","","","133","Ground water","421 Lopez Hill Rd
Lopez Island, WA 98261","","","San Juan"
"Mahaffey","","","","49","Ground water","1125  KALAMA RIVER RD
KALAMA, WA 98625","","","Cowlitz"
"Majestic Oaks Water System","","","","28","Ground water","PO Box 25324
Seattle, WA 98165-2224","","","Pierce"
"Maple Lane Corrections Center","","","","156","Ground water","20311 Old Hwy 9 SW
Centralia, WA 98531","","","Thurston"
"Martin Road Housing","","","","99","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Grant"
"Mary M Knight School","","","","270","Ground water","21971 N Hwy. 101
Shelton, WA 98584","","","Mason"
"Marys 2 Warehouse Water System","","","","25","Ground water","PO Box 2846
Yakima, WA 98907","","","Yakima"
"Matson - Selah Campus #2","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Mattawa City of","","","","8,203","Ground water","PO Box 965
Mattawa, WA 99349","","","Grant"
"Maxwelton Water System","","","","1,700","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"Mazama Country Inn","","","","26","Ground water","15 Country Rd
Mazama, WA 98833","","","Okanogan"
"Mazama Store","","","","109","Ground water","161 Lost River Rd
Mazama, WA 98833","","","Okanogan"
"Mazama Water Association","","","","31","Ground water","Mazama Country Inn
15 Country Rd.
Mazama, WA 98833","","","Okanogan"
"Mazama Woods","","","","45","Ground water","PO Box 123
Port Orchard, WA 98366","","","King"
"McIntosh Well #1","","","","202","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Kittitas"
"McLane Black Lake FD Station 95","","","","25","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"Meadow Park Water System","","","","48","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Grant"
"Medicine Creek Winery","","","","25","Ground water","PO Box 2026
Shelton, WA 98584-5034","","","Thurston"
"Memorial Bible Church","","","","25","Ground water","111 Old Stage Way
Yakima, WA 98908","","","Yakima"
"Middle Waddell Campground","","","","52","Ground water","950 Farman Ave North MS: NE-92
Enumclaw, WA 98022-9282","","","Thurston"
"Milagra Water System","","","","31","Ground water","PO Box 683
Lopez Island, WA 98261-0683","","","San Juan"
"Miller","","","","935","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"Mineral School","","","","33","Ground water","5014 SW Grayson St.
Seattle, WA 98116","","","Lewis"
"Missimer H2A Housing","","","","98","Ground water","PO Box 9009
Yakima, WA 98903","","","Benton"
"Mission Creek Corrections Center","","","","229","Ground water","3420 NE Sandhill Rd
Belfair, WA 98528","","","Mason"
"Mission Creek Tracts","","","","150","Ground water","PO Box 71
Belfair, WA 98528","","","Mason"
"Mission Road","","","","75","Ground water","PO Box 157
Deming, WA 98244","","","Whatcom"
"Monsanto Co.","","","","150","Ground water","776 S.  Booker Rd.
Othello, WA 99344","","","Adams"
"Monsanto Cunningham Rd","","","","25","Ground water","1485 W. Cunningham Rd
Othello, WA 99344","","","Adams"
"Monse-Riggan Camp","","","","943","Ground water","PO Box 7
Brewster, WA 98812","","","Okanogan"
"Monson Fruit - Liberty Zillah","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"Monson Fruit - Rd 9 H2A Housing","","","","25","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Grant"
"Montessori Country School AP","","","","148","Ground water","PO Box 555
Suquamish, WA 98392-0555","","","Kitsap"
"Montessori Spring Valley Supply","","","","121","Ground water","36605 Pacific Highway South
Federal Way, WA 98003","","","King"
"Monument Hills FWH","","","","25","Ground water","PO Box 1470
Chelan, WA 98816","","","Grant"
"Morton LDS Church","","","","70","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"Moses Lake Irrig & Rehab District","","","","151","Ground water","PO Box 98
Moses Lake, WA 98837","","","Grant"
"Mossyrock Park Power House","","","","832","Ground water","PO Box 109
Silver Creek, WA 98585","","","Lewis"
"Mount Adams Orchards - Alderdale","","","","25","Ground water","PO Box 1588
Yakima, WA 98907","","","Klickitat"
"Mount Baker Bibleway Camp","","","","120","Ground water","8444 Mt Baker Hwy
Deming, WA 98244","","","Whatcom"
"Mount Rainier Railroad & Logging","","","","25","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"Mountain Lakeview #619","","","","70","Ground water","1230 Ruddell Rd SE
Lacey, WA 98503","","","Lewis"
"Moxee Dairy South Well System","","","","25","Ground water","11792 Rd 12.5 SW
Royal City, WA 99357","","","Yakima"
"Moxie Community LLC","","","","114","Ground water","585 Bethel Ave Ste 202
Port Orchard, WA 98366","","","Yakima"
"Mt Adams Orchard Division-Camp A","","","","80","Ground water","503 Oak Ridge Rd
White Salmon, WA 98672","","","Klickitat"
"Mt Adams Orchard Division-Camp B","","","","265","Ground water","503 Oak Ridge Rd
White Salmon, WA 98672","","","Klickitat"
"Mukilteo Water & Wastewater Distr","","","","24,428","Surface water purchased","7824 Mukilteo Speedway
Mukilteo, WA 98275","","","Snohomish"
"Mutiny Bay Park Water Association","","","","156","Ground water","PO Box 2243
Oak Harbor, WA 98277","","","Island"
"NACHES TAVERN","","","","50","Ground water","58411 SR 410 E
Greenwater, WA 98022","","","Pierce"
"NACHES TOWN OF","","","","3,512","Ground water","PO Box 95
Naches, WA 98937","","","Yakima"
"NACHES WONDERLAND CAMPERS ASSN","","","","45","Ground water","13660 Hwy 12
Naches, WA 98937","","","Yakima"
"NAGLER ESTATES WATER USERS ASSN","","","","54","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"NAPAVINE CITY OF","","","","2,992","Ground water","PO BOX 810
NAPAVINE, WA 98565","","","Lewis"
"NAPAVINE CONG OF JEHOVAHS WITNESS","","","","59","Ground water","PO box 780
Napavine, WA 98565","","","Lewis"
"NASELLE","","","","2,073","Surface water","1411 Fowler Rd
Raymond, WA 98577","","","Pacific"
"NASON CREEK CG/LAKE WENATCHEE RD","","","","219","Ground water","600 Sherbourne
Leavenworth, WA 98826","","","Chelan"
"NASON CREEK REST AREA","","","","1,649","Ground water","2830 Euclid Ave
Wenatchee, WA 98801","","","Chelan"
"NATIONAL FISH & OYSTER CO INC","","","","57","Ground water","5028 Meridian Rd NE
Olympia, WA 98516-2339","","","Thurston"
"NATIONAL FOOD CORP - LIND","","","","61","Ground water","290 S Damon Rd
Lind, WA 99341","","","Adams"
"NAVAL AIR STATION/WHIDBEY ISLAND","","","","16,595","Surface water purchased","1115 W Lexington St Bldg 103
Oak Harbor, WA 98278","","","Island"
"NAVAL BASE KITSAP AT BANGOR","","","","16,828","Ground water","467 West St. 4th floor
Bremerton, WA 98314-6008","","","Kitsap"
"NAVAL BASE KITSAP AT BREMERTON","","","","12,078","Surface water purchased","467 West St. 4th floor
Bremerton, WA 98314-6008","","","Kitsap"
"NAVAL BASE KITSAP AT KEYPORT","","","","1,540","Ground water","467 West St. 4th floor
Bremerton, WA 98314-6008","","","Kitsap"
"NAVAL MAGAZINE INDIAN ISLAND","","","","1","Ground water purchased","467 West St. 4th floor
Bremerton, WA 98314-6008","","","Jefferson"
"NAVY YARD PARK","","","","263","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"NC MACHINERY CO","","","","34","Ground water","PO Box 1669
Yakima, WA 98907","","","Yakima"
"NCSB","","","","71","Ground water","23 Intercity Airport Rd
Winthrop, WA 98862","","","Okanogan"
"NE SAMMAMISH SEWER & WATER DISTRICT","","","","8,832","Surface water purchased","3600 Sahalee Way NE
Sammamish, WA 98074","","","King"
"NEALS VALLEY VIEW ADDITION WTR CO","","","","62","Ground water","4013 Mountain View Ave.
Yakima, WA 98901","","","Yakima"
"NECK POINT COVES INC","","","","12","Surface water","PO Box 461
Shaw Island, WA 98286","","","San Juan"
"NEEDLE CREEK WATER SYSTEM","","","","50","Ground water","PO BOX 2066
VASHON, WA 98070","","","King"
"NEILTON MEADOWLAND WD 8 A","","","","222","Ground water","48 Fishel Ave
Humptulips, WA 98552","","","Grays Harbor"
"NELSON CRAB INC","","","","63","Ground water","PO Box 512
Tokeland, WA 98590","","","Pacific"
"NELSON RIDGE WATER SYSTEM","","","","246","Ground water","PO BOX 336
GIG HARBOR, WA 98335","","","Pierce"
"NELSON WATER FRONT TRACTS 1 AND 2","","","","7","Ground water","PO BOX 54
TAHUYA, WA 98588","","","Mason"
"NEPA PALLET","","","","76","Surface water purchased","PO Box 1589
Snohomish, WA 98291","","","Snohomish"
"NEPTUNE BEACH WATER ASSOC","","","","200","Ground water","4693 SUCIA DR
FERNDALE, WA 98248","","","Whatcom"
"NESPELEM WATER DEPT","","","","510","Ground water","4 Norway Pines Dr
Tonasket, WA 98855-9433","","","Okanogan"
"NEW ARCADIA WATER SYSTEM","","","","35","Ground water","25041 255TH PL SE
Ravensdale, WA 98051","","","King"
"NEW HOPE FARMS","","","","37","Ground water","1313 S Columbus Ave
Goldendale, WA 98620","","","Klickitat"
"NEW HORIZONS","","","","49","Ground water","4001 Summitview Ave #5-191
Yakima, WA 98908","","","Yakima"
"NEW LIFE CHRISTIAN CENTER","","","","120","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"NEW LIFE FELLOWSHIP CHURCH","","","","50","Ground water","Po Box 609
Graham, WA 98338","","","Pierce"
"NEW MARDON RESORT","","","","1","Ground water","8198 HWY 262 SE
Othello, WA 99344-9623","","","Grant"
"NEW PINE ACRES","","","","60","Ground water","21971 N Hwy. 101
Shelton, WA 98584","","","Mason"
"NEW START LANDOWNERS ASSOCIATION","","","","90","Ground water","PO Box 659
Arlington, WA 98223","","","Snohomish"
"NEW TESTAMENT CHRISTIAN CHURCH","","","","581","Ground water","PO BOX 629
GRAHAM, WA 98338","","","Pierce"
"NEW UTSALADY WATER SYSTEM INC","","","","291","Ground water","PO BOX 657
STANWOOD, WA 98292","","","Island"
"NEWAUKUM HILL WATER ASSN","","","","495","Surface water purchased","PO BOX 1464
CHEHALIS, WA 98532","","","Lewis"
"NEWAUKUM VENTURES","","","","186","Ground water","PO Box 780
Napavine, WA 98565","","","Lewis"
"NEWBECK","","","","53","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"NEWBERRY HILL","","","","1,133","Ground water","PO Box 1989
Poulsbo, WA 98370","","","Kitsap"
"NEWHALEM CAMPGROUND & VISITOR CTR","","","","800","Ground water purchased","7280 Ranger Station Rd
Marblemount, WA 98267","","","Whatcom"
"NEWHALEM WATER SYSTEM","","","","277","Ground water","PO Box 34023
Seattle, WA 98124-4023","","","Whatcom"
"NEWPORT CITY OF","","","","2,140","Ground water","200 S Washington
Newport, WA 99156","","","Pend Oreille"
"NEWPORT SOUTHERN BAPTIST CHURCH","","","","80","Ground water","360 Misty Ridge Lane
Newport, WA 99156","","","Pend Oreille"
"NFFC - Quincy","","","","110","Ground water","PO Box 605
Quincy, WA 98848","","","Grant"
"NICHOLSON DRILLING","","","","25","Ground water","PO Box 123
Port Orchard, WA 98366","","","Kitsap"
"NILE VALLEY COMMUNITY CHURCH","","","","30","Ground water","60 Bedrock Ln
Naches, WA 98937","","","Yakima"
"NINE CANYON RANCH","","","","59","Ground water","5235 N Industrial Way
Pasco, WA 99301","","","Benton"
"NINE MILE FALLS COMMUNITY CHURCH","","","","45","Ground water","N 13723 Red Fir Lane
Nine Mile Falls, WA 99026","","","Spokane"
"NINE MILE FALLS SD 325 ADMIN","","","","40","Ground water","Nine Mile Falls SD #325
10110 W Charles Rd
Nine Mile Falls, WA ","","","Spokane"
"NINE MILE RESORT","","","","327","Ground water","9711 W Charles Rd
Nine Mile Falls, WA 99026","","","Spokane"
"NINE MILE STORE","","","","53","Ground water","12602 N Nine Mile Rd
Nine Mile, WA 99026","","","Spokane"
"NINETEEN MILE HOUSE","","","","67","Ground water","PO Box 123
Port Orchard, WA 98366","","","Cowlitz"
"NISBET OYSTER COMPANY","","","","96","Ground water","1411 Fowler Rd
Raymond, WA 98577","","","Pacific"
"NISQUALLY COMMERCIAL PARK","","","","940","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"NISQUALLY ENTRANCE","","","","85","Ground water","Star Route Tahoma Woods
Ashford, WA 98304","","","Pierce"
"NISQUALLY HIGHLANDS 364","","","","162","Ground water","1230 Ruddell Rd. SE.
Lacey, WA 98503","","","Thurston"
"NISQUALLY NATIONAL WILDLIFE REFUGE","","","","200","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
"NISQUALLY PARK WATER CO.","","","","218","Ground water","PO Box 44168
Tacoma, WA 98448","","","Pierce"
"NISQUALLY PINES COMMUNITY CLUB","","","","2,040","Ground water","20041 OToole Rd SE
Yelm, WA 98597-9046","","","Thurston"
"NISQUALLY REACH NATURE CENTER","","","","38","Ground water","PO Box 123
Port Orchard, WA 98366","","","Thurston"
