PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Population Category,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,"CARBON, TOTAL",1-Jan-17,31-Mar-17,Known,-,-,-,Y,-,3,23-May-17
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 2 Enhanced Surface Water Treatment Rule,42,Failure to Filter (SWTR),TT,Y,Long Term 2 Enhanced Surface Water Treatment Rule,1-Jan-17,-,Returned to Compliance,24-May-17,SOX,State Compliance achieved,-,-,2,18-Oct-19
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jan-17,31-Mar-17,Returned to Compliance,8-Nov-17,SOX,State Compliance achieved,-,2,2,18-Oct-19
OK3004001,LEFLORE CO. RWD #14,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"9,077",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jan-17,31-Mar-17,Known,-,SIE,State Public Notification requested,-,1,2,19-May-17
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3305411,VIENNA,Region 3,West Virginia,Community water system,State,Ground water,Active,-,"12,507",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Jan-17,31-Dec-19,Known,-,SIE,State Public Notification requested,Y,-,3,19-Feb-20
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,16-Dec-16,-,Returned to Compliance,31-Jan-17,SOX,State Compliance achieved,-,-,3,23-Feb-17
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Revised Total Coliform Rule,2B,"Treatment Technique, Level 2 Assessment (RTCR)",TT,Y,Revised Total Coliform Rule,15-Dec-16,-,Returned to Compliance,5-May-17,SOX,State Compliance achieved,-,-,2,23-Feb-17
TX1080005,CITY OF ELSA,Region 6,Texas,Community water system,State,Surface water,Active,-,"5,500",Medium,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,6-Dec-16,-,Open,-,SIA,State Violation/Reminder Notice,-,-,3,28-Mar-17
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 2 Enhanced Surface Water Treatment Rule,42,Failure to Filter (SWTR),TT,Y,Long Term 2 Enhanced Surface Water Treatment Rule,1-Dec-16,-,Returned to Compliance,8-Nov-17,SOX,State Compliance achieved,-,-,2,18-Oct-19
GA1850016,LOWNDES CO.-NORTH LOWNDES CO. WS,Region 4,Georgia,Community water system,State,Ground water,Active,-,"7,194",Medium,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-Dec-16,31-Dec-16,Returned to Compliance,25-Jan-17,SFM,State Administrative Penalty assessed,N,-,3,26-May-17
NJ1424001,SOUTHEAST MORRIS COUNTY MUA,Region 2,New Jersey,Community water system,State,Surface water,Active,-,"62,349",Large,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-Dec-16,31-Dec-16,Returned to Compliance,7-Feb-17,SOX,State Compliance achieved,Y,-,3,31-Mar-17
TX1080005,CITY OF ELSA,Region 6,Texas,Community water system,State,Surface water,Active,-,"5,500",Medium,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,12-Nov-16,-,Returned to Compliance,23-Oct-17,SOX,State Compliance achieved,-,-,3,5-Jan-17
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-Nov-16,30-Nov-16,Returned to Compliance,12-Dec-16,SIF,State Public Notification received,N,-,3,23-Feb-17
GA1850016,LOWNDES CO.-NORTH LOWNDES CO. WS,Region 4,Georgia,Community water system,State,Ground water,Active,-,"7,194",Medium,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-Nov-16,30-Nov-16,Returned to Compliance,25-Jan-17,SFM,State Administrative Penalty assessed,N,-,3,9-Mar-17
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 2 Enhanced Surface Water Treatment Rule,42,Failure to Filter (SWTR),TT,Y,Long Term 2 Enhanced Surface Water Treatment Rule,1-Nov-16,-,Returned to Compliance,24-May-17,SOX,State Compliance achieved,-,-,2,18-Oct-19
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Revised Total Coliform Rule,2A,"Treatment Technique, Level 1 Assessment (RTCR)",TT,Y,Revised Total Coliform Rule,13-Oct-16,-,Returned to Compliance,29-Jun-18,EOX,Federal Compliance achieved,-,-,2,23-Feb-17
KY0310114,EDMONSON CO WATER DISTRICT,Region 4,Kentucky,Community water system,State,Surface water,Active,-,"29,872",Large,Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dalapon,1-Oct-16,31-Dec-16,Returned to Compliance,18-Apr-17,SIF,State Public Notification received,Y,-,3,22-Feb-17
GA1850016,LOWNDES CO.-NORTH LOWNDES CO. WS,Region 4,Georgia,Community water system,State,Ground water,Active,-,"7,194",Medium,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,1-Oct-16,31-Oct-16,Returned to Compliance,25-Jan-17,SFM,State Administrative Penalty assessed,N,-,3,9-Mar-17
TX1080010,CITY OF SAN JUAN,Region 6,Texas,Community water system,State,Surface water,Active,-,"30,027",Large,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Oct-16,-,Returned to Compliance,9-Oct-17,SOX,State Compliance achieved,-,-,3,5-Jan-17
TX1010572,HARRIS COUNTY MUD 24,Region 6,Texas,Community water system,State,Surface water purchased,Active,-,"10,263",Large,Ground Water Rule,34,"Monitoring, Source Water (GWR)",MR,N,E. COLI,1-Oct-16,-,Open,-,SIF,State Public Notification received,N,-,3,25-Sep-17
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Long Term 2 Enhanced Surface Water Treatment Rule,42,Failure to Filter (SWTR),TT,Y,Long Term 2 Enhanced Surface Water Treatment Rule,1-Oct-16,-,Returned to Compliance,24-May-17,SOX,State Compliance achieved,-,-,2,18-Oct-19
MO4010656,POPLAR BLUFF PWS,Region 7,Missouri,Community water system,State,Surface water,Active,-,"17,266",Large,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-16,31-Dec-16,Returned to Compliance,8-Nov-17,SOX,State Compliance achieved,-,2,2,18-Oct-19
OK3004001,LEFLORE CO. RWD #14,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"9,077",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-16,31-Dec-16,Known,-,SFO,State Administrative/Compliance Order with penalty issued,-,1,2,30-Jun-17
WV3302804,BLUEWELL PSD,Region 3,West Virginia,Community water system,State,Surface water purchased,Active,-,"6,216",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Oct-16,31-Dec-16,Returned to Compliance,12-Dec-16,SIF,State Public Notification received,N,-,3,23-Feb-17
VA2171850,"WOODSTOCK, TOWN OF",Region 3,Virginia,Community water system,State,Surface water,Active,-,"5,070",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Total Haloacetic Acids (HAA5),1-Oct-16,31-Dec-16,Returned to Compliance,15-Feb-17,SIF,State Public Notification received,-,1,2,21-Feb-18
VA2171850,"WOODSTOCK, TOWN OF",Region 3,Virginia,Community water system,State,Surface water,Active,-,"5,070",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-16,31-Dec-16,Returned to Compliance,15-Feb-17,SIF,State Public Notification received,-,1,2,21-Feb-18
VA6137999,WILDERNESS WTP,Region 3,Virginia,Community water system,State,Surface water,Active,-,"12,124",Large,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,Total Haloacetic Acids (HAA5),1-Oct-16,31-Dec-16,Returned to Compliance,15-Feb-17,SOX,State Compliance achieved,-,1,2,23-Feb-17
VA6137999,WILDERNESS WTP,Region 3,Virginia,Community water system,State,Surface water,Active,-,"12,124",Large,Long Term 2 Enhanced Surface Water Treatment Rule,32,"Monitoring, Source Water (LT2)",MR,N,Long Term 2 Enhanced Surface Water Treatment Rule,1-Oct-16,-,Returned to Compliance,1-May-17,SOX,State Compliance achieved,-,-,3,22-May-17
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Oct-16,31-Dec-16,Returned to Compliance,15-May-17,SOX,State Compliance achieved,N,-,3,24-Feb-17
PA1090128,DTMA MAIN SYSTEM,Region 3,Pennsylvania,Community water system,State,Surface water purchased,Active,-,"8,655",Medium,Surface Water Treatment Rule,36,Monitoring of Treatment (SWTR-Filter),MR,N,Surface Water Treatment Rule,1-Oct-16,31-Oct-16,Returned to Compliance,15-May-17,SOX,State Compliance achieved,Y,-,3,24-Feb-17
PA7360113,EAST COCALICO TOWNSHIP,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"6,735",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Oct-16,31-Dec-16,Returned to Compliance,12-Apr-17,SOX,State Compliance achieved,Y,-,3,24-Feb-17
PA7360113,EAST COCALICO TOWNSHIP,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"6,735",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrite,1-Oct-16,31-Dec-16,Returned to Compliance,12-Apr-17,SOX,State Compliance achieved,Y,-,3,24-Feb-17
PA7360113,EAST COCALICO TOWNSHIP,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"6,735",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Oct-16,31-Dec-16,Returned to Compliance,12-Apr-17,SOX,State Compliance achieved,Y,-,3,24-Feb-17
PA7360113,EAST COCALICO TOWNSHIP,Region 3,Pennsylvania,Community water system,State,Ground water,Active,-,"6,735",Medium,Nitrates,3,"Monitoring, Regular",MR,N,Nitrite,1-Oct-16,31-Dec-16,Returned to Compliance,12-Apr-17,SOX,State Compliance achieved,Y,-,3,24-Feb-17
ID5240009,GOODING CITY OF,Region 10,Idaho,Community water system,State,Ground water,Active,-,"3,567",Medium,Stage 1 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Chlorine,1-Oct-16,31-Dec-16,Returned to Compliance,13-Feb-20,SOX,State Compliance achieved,Y,-,3,29-Mar-17
OK3006112,ADAMSON RWD #8,Region 6,Oklahoma,Community water system,State,Surface water purchased,Active,-,"4,306",Medium,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-16,31-Dec-16,Returned to Compliance,19-Mar-20,SOX,State Compliance achieved,-,1,2,19-May-17
